id,num_orders
1028232,352.6927
1127204,282.6229
1212707,196.76778
1082698,73.0554
1400926,54.50886
1284113,280.40707
1197966,352.0405
1132739,326.09134
1057981,91.26468
1095932,97.561966
1454421,102.2218
1149765,376.39383
1166964,310.5513
1010949,280.87152
1409575,140.77664
1181616,76.38888
1456020,304.40756
1264395,281.5485
1472931,122.1243
1412015,175.32684
1461229,140.18495
1014564,125.583496
1485914,83.14633
1345389,91.07752
1006833,152.10574
1174921,25.532774
1175393,25.532774
1152412,67.24213
1497398,70.61661
1363486,18.341413
1366766,22.636248
1192413,18.341413
1319547,319.38925
1337684,253.66435
1479766,247.45018
1460444,579.8482
1139730,473.64893
1115056,308.09506
1335827,121.40266
1385333,365.3422
1096323,443.92075
1230693,371.50513
1027016,157.51935
1181520,147.49657
1306234,178.49924
1271440,632.41187
1269834,418.0393
1176823,489.79987
1193098,117.98601
1034878,117.98601
1010243,187.70734
1451807,206.96677
1016845,195.30151
1198021,173.09157
1413802,108.36006
1231223,108.36006
1274226,426.57892
1425142,389.08615
1211593,224.82048
1419190,80.483986
1180223,83.85847
1194932,236.77478
1323477,267.4378
1371595,267.4378
1171521,162.21469
1052384,162.21469
1060921,162.21469
1261811,149.70103
1246502,167.21696
1497466,214.01097
1232717,101.88868
1136112,101.88868
1196334,353.46194
1349533,195.03923
1463406,198.4137
1447686,91.57588
1336105,87.281044
1012855,421.8008
1180646,362.38077
1062490,323.92508
1098228,605.2967
1101375,582.04333
1400016,408.0542
1439889,109.44187
1408468,228.11525
1044490,199.37814
1290002,471.76315
1190633,533.1993
1040430,427.96323
1049366,144.99982
1224120,153.02068
1293810,167.70328
1197335,623.77344
1323989,436.72067
1129467,464.60873
1229328,108.74383
1164395,108.74383
1217722,162.65227
1171266,192.16008
1024905,282.91132
1343027,162.9102
1141892,84.221115
1302404,84.9206
1170447,423.17664
1140772,383.2031
1103484,224.72289
1387134,72.37951
1117711,72.37951
1472121,72.37951
1289523,341.1207
1091114,269.25552
1043572,341.1207
1103283,234.46857
1265051,212.43188
1168741,212.43188
1052776,144.87387
1206564,149.9195
1302153,217.83246
1083754,90.791534
1097952,90.791534
1251605,90.791534
1333032,400.10703
1086936,193.75616
1088412,193.75616
1236400,75.8021
1244516,80.09693
1380381,75.8021
1495062,398.85202
1439647,349.69998
1019214,320.69632
1316160,504.5869
1022008,490.51514
1138248,273.7931
1052922,64.94366
1181474,121.82366
1046475,87.787506
1216688,280.09164
1067565,391.96887
1008328,330.6173
1430287,112.90111
1406716,113.63558
1105380,127.58373
1248694,495.9839
1252163,313.05103
1443474,332.0168
1033716,79.00012
1300295,79.00012
1311882,79.00012
1257968,119.15825
1226362,149.85216
1030655,143.74973
1210527,109.43567
1278927,45.403587
1232239,45.403587
1133067,323.7904
1382522,333.82266
1219136,282.91684
1498130,32.176704
1251629,32.176704
1032092,29.988369
1249865,103.486855
1207630,114.095276
1144733,156.53687
1436768,53.433273
1148964,57.270508
1237346,283.6736
1206015,143.48744
1105113,143.48744
1430481,38.97377
1001589,88.84299
1224132,87.93326
1074380,364.00482
1097109,306.62714
1211246,272.6434
1390579,367.4242
1473058,334.39023
1186964,217.42174
1222837,52.91779
1342393,91.27695
1170472,231.05055
1170791,309.5741
1046653,251.31187
1195179,95.948715
1332509,95.948715
1438300,100.24364
1435748,530.7579
1052668,252.89886
1227060,326.26242
1342252,59.81533
1143109,59.81533
1394807,59.81533
1448374,99.97335
1028680,132.85567
1079691,127.939354
1402079,31.08212
1424446,69.66223
1133297,317.09915
1076214,384.67654
1173823,274.12296
1488584,20.055506
1072892,20.055506
1277491,20.055506
1290868,91.44666
1048888,96.49227
1138141,143.45091
1473125,39.723457
1196726,41.44905
1179278,39.723457
1282305,153.8765
1359903,127.67706
1355143,127.67706
1095889,23.478071
1250665,27.772905
1426610,26.852552
1390104,312.1971
1051519,316.19943
1337584,260.9933
1332667,682.6666
1075942,720.4843
1109804,455.22308
1316684,171.48907
1248315,240.35994
1113611,226.30727
1110867,471.85114
1247289,543.87964
1022953,512.9563
1160081,225.87106
1120430,232.16835
1487280,246.85095
1020081,699.5139
1329551,495.4277
1137610,536.00604
1072530,185.8896
1115708,185.8896
1203532,186.33781
1494216,376.34647
1116374,307.36108
1032497,299.0703
1413930,246.16086
1136118,173.25153
1254872,208.44653
1398257,497.6928
1364001,444.29187
1369843,285.81158
1379360,132.75925
1442044,132.75925
1285290,132.75925
1129707,452.96506
1086750,392.28555
1147262,456.53638
1025605,215.85718
1414158,217.83745
1082079,217.83745
1467510,218.05273
1374892,228.64023
1171352,276.5677
1213246,167.93732
1279131,169.66292
1256386,248.71375
1234220,484.55026
1008206,346.82983
1267686,322.83707
1470186,136.18185
1233312,140.47664
1279379,136.18185
1431703,412.10596
1339938,306.19952
1010552,411.46823
1237947,616.5262
1175098,552.8224
1066074,289.2163
1045918,137.80515
1226081,123.75241
1148633,356.29974
1441429,421.18423
1291804,409.02356
1305194,120.74626
1327840,124.471725
1320801,139.15436
1467101,536.1576
1473989,355.27197
1466330,377.9287
1390856,130.72887
1120639,163.61115
1279275,158.69482
1166120,132.87688
1128404,60.66706
1252491,60.66706
1328056,378.0168
1452353,338.04327
1353276,182.93748
1297182,44.75146
1469299,48.125946
1129687,241.70296
1362599,223.46313
1245170,339.8232
1098570,104.42477
1452600,103.03057
1194207,103.03057
1023619,117.73476
1254600,125.66595
1157094,193.57893
1165391,66.53799
1131248,76.62434
1383646,204.74835
1288250,161.83276
1476141,161.83276
1401237,51.548534
1383510,59.21785
1433607,51.548534
1098207,286.62827
1453624,262.6411
1089046,295.52188
1306954,561.3719
1413179,563.19183
1379869,397.63797
1037218,140.37186
1247919,209.14458
1097438,214.44778
1441938,457.71988
1060769,525.9788
1409283,479.02274
1397517,184.51454
1220386,174.49176
1297481,205.49443
1309280,648.00616
1013813,454.05124
1087803,484.49823
1256077,144.98131
1328392,144.98131
1197947,221.55695
1134877,237.44191
1149222,229.15112
1321757,226.75052
1364052,139.27557
1346914,173.77104
1343936,459.64294
1284997,409.61646
1443980,247.76175
1272226,100.750626
1267791,97.376144
1049345,100.750626
1300007,346.74997
1220471,351.84488
1486124,381.89197
1183373,166.95963
1076787,165.56541
1218918,165.56541
1351627,176.69623
1333350,184.62741
1312936,241.73056
1477543,128.30641
1408514,126.5808
1256773,128.30641
1174904,301.59387
1392815,257.91626
1389126,235.66353
1074816,104.17321
1124612,108.46804
1318251,104.17321
1089252,315.1176
1396463,271.524
1289632,365.72562
1083889,377.71167
1121896,359.60178
1004866,214.04727
1234436,48.757587
1311318,85.12196
1476647,55.05251
1419834,319.8534
1188670,309.5741
1260238,261.08197
1263791,95.948715
1070835,89.65143
1433069,100.24364
1349084,529.8219
1360259,252.89886
1022475,369.78622
1037167,59.81533
1492031,59.81533
1057541,59.81533
1483675,132.85567
1463966,124.56488
1474096,113.83727
1440771,31.08212
1452763,69.66223
1382621,317.09915
1035365,349.64908
1355984,270.7485
1140520,16.681025
1168148,88.56108
1052343,96.49227
1370827,157.76816
1055728,41.44905
1053449,39.723457
1368579,39.723457
1208370,128.33893
1027455,124.3026
1147326,127.67706
1203029,23.478071
1389643,27.772905
1482071,26.852552
1411487,296.96368
1043533,272.0574
1294351,260.9933
1409427,356.29306
1000264,334.80872
1016463,192.62865
1224218,34.873653
1485114,58.50127
1006410,65.81932
1221242,213.00633
1031339,373.43866
1153545,243.03798
1182144,77.49225
1194788,77.49225
1082828,85.10754
1265773,494.40097
1154515,227.1338
1105986,290.8417
1293017,51.950428
1272587,51.50221
1027143,78.55475
1179146,114.811455
1342337,103.1462
1269746,20.954548
1369030,295.68054
1109605,334.4514
1099603,256.86456
1319113,5.8539753
1155697,5.8539753
1218892,95.01343
1493357,91.706985
1202597,149.90326
1116108,31.85855
1229780,33.58415
1391127,31.85855
1085957,132.45787
1267409,106.258415
1245159,20.320332
1378973,16.025505
1079844,271.01605
1024089,246.10985
1463712,226.26521
1268331,418.09567
1058344,412.40585
1417277,289.6002
1056035,115.244415
1343254,165.91753
1262833,114.004654
1272751,286.32086
1013213,368.52625
1263405,294.87573
1204818,123.107254
1333742,123.107254
1043262,127.13666
1449237,651.4911
1080908,355.042
1073524,434.87128
1196482,103.726776
1068138,104.174995
1320427,104.174995
1184166,209.80452
1228572,261.86826
1075131,260.2418
1128915,179.60089
1182843,91.0796
1094044,380.90063
1209858,468.45084
1222963,331.1755
1037477,72.542015
1001694,69.16754
1054299,72.542015
1371044,131.83951
1254718,150.75414
1086268,186.72928
1003757,85.80873
1448276,84.08314
1489645,342.64767
1491279,202.85028
1408337,202.85028
1360068,75.96461
1316400,83.63391
1110618,79.33908
1146271,386.0334
1474849,379.62354
1352055,323.3199
1245977,358.33252
1165288,282.7533
1081099,194.80038
1441467,45.87945
1336838,240.60959
1106150,328.2359
1190084,85.98898
1232610,85.98898
1321845,106.968895
1159511,405.19766
1441739,267.78165
1096623,283.87958
1474925,81.64837
1118719,76.73207
1297074,26.121727
1054861,278.94803
1208736,299.7882
1161439,250.06856
1282737,87.39434
1194305,99.51038
1353044,133.76793
1063225,34.54322
1116078,69.10145
1075416,15.750766
1088172,23.420065
1320248,323.7414
1271591,288.60016
1127237,250.1445
1243020,405.12582
1416839,355.8115
1172788,190.8105
1473056,51.68218
1060753,44.524952
1053540,215.26294
1261815,358.95264
1489999,256.48053
1133739,72.57442
1384693,80.959755
1072117,383.12494
1023989,243.18983
1183974,243.53177
1171351,74.44763
1004475,69.531334
1080300,40.881588
1164653,5.5228386
1444590,5.5228386
1169717,220.44218
1399692,232.66289
1393811,182.94298
1177147,0.0
1455218,0.0
1478944,58.170704
1415824,66.10188
1041241,111.42896
1045506,12.993325
1210059,102.40114
1139397,65.89459
1008295,2.1717472
1406978,9.841054
1470180,2.1717472
1326956,254.67924
1268964,227.3176
1267165,516.4566
1414458,463.20532
1105486,292.59076
1246396,42.776604
1223814,137.80515
1208097,123.75241
1426257,352.9253
1402266,421.18423
1273610,476.0836
1082679,124.471725
1061395,124.471725
1448891,145.45164
1121802,546.84985
1017920,354.33606
1220913,377.9287
1201769,84.9385
1214790,84.9385
1055980,84.9385
1143296,130.72887
1161381,163.61115
1049400,158.69482
1388858,146.04901
1367157,60.66706
1056911,59.96757
1363870,378.0168
1206999,338.04327
1220962,182.93748
1244866,44.75146
1161719,48.125946
1492231,224.65808
1492759,241.70296
1408726,241.70296
1337818,104.42477
1136894,106.40505
1050836,106.40505
1157808,117.73476
1438743,131.65607
1092027,193.57893
1286976,68.26358
1244383,66.53799
1220086,66.53799
1014137,204.74835
1460613,161.83276
1269949,161.83276
1022949,54.92302
1118546,55.843365
1006832,227.69
1461216,200.3283
1333438,295.52188
1014151,489.91116
1196661,458.08994
1072688,225.70543
1161832,61.68864
1146287,108.34026
1329636,89.79374
1113345,321.51306
1079296,389.77203
1245711,386.0886
1312378,102.54979
1280461,118.86987
1132214,127.2552
1013410,448.28513
1315890,296.20636
1453825,313.2402
1137590,73.039314
1046820,73.039314
1100813,72.591095
1213133,112.07544
1119887,100.41018
1339495,117.20924
1172173,57.35589
1250692,92.16507
1000962,334.22168
1122867,322.65448
1367068,170.73306
1181254,36.226757
1411654,214.93672
1154407,157.89565
1477833,53.13586
1422724,51.741657
1112704,113.977936
1346146,121.90913
1108405,182.9374
1194904,135.79483
1448084,99.55421
1266676,39.64933
1099057,47.318653
1188584,246.55212
1230753,209.69423
1237054,290.48254
1161084,376.56253
1401228,382.42236
1493372,234.40529
1395665,66.34212
1002279,119.16986
1424621,71.85131
1256602,340.3759
1390004,401.0685
1146927,259.1181
1057232,103.07576
1319822,103.07576
1353668,113.66797
1157084,575.1319
1115935,285.14825
1033089,358.5119
1090029,73.23965
1464617,73.23965
1209279,73.23965
1039223,133.95418
1152313,153.21361
1198253,144.92282
